target,model,feature,category,importance,rank
human_advantage,XGBoost,Accurate Clip Placement_perf_diff,Performance Diff,0.40380600094795227,4
human_advantage,XGBoost,Workup Recommendation_perf_diff,Performance Diff,0.35246071219444275,5
human_advantage,XGBoost,Lymph Node_perf_diff,Performance Diff,0.2661641538143158,6
human_advantage,XGBoost,Lesion Size_ai_correct,AI-specific,0.21297438442707062,7
human_advantage,XGBoost,Invasive Component Size (Pathology)_perf_diff,Performance Diff,0.20805658400058746,8
human_advantage,XGBoost,Additional Enhancement (MRI)_agreement,Agreement,0.16077014803886414,9
human_advantage,XGBoost,Receptor Status_ai_correct,Element AI,0.10962338000535965,10
human_advantage,Gradient Boosting,Invasive Component Size (Pathology)_perf_diff,Performance Diff,1.5075074434280396,1
human_advantage,Gradient Boosting,Unnamed: 0,Other,1.3700149059295654,2
human_advantage,Gradient Boosting,Workup Recommendation_perf_diff,Performance Diff,1.2470062971115112,3
human_advantage,Gradient Boosting,Accurate Clip Placement_agreement,Agreement,0.7783733010292053,4
human_advantage,Gradient Boosting,Receptor Status_perf_diff,Performance Diff,0.6768857836723328,5
human_advantage,Gradient Boosting,Workup Recommendation_agreement,Agreement,0.583694577217102,6
human_advantage,Gradient Boosting,Lymph Node_perf_diff,Performance Diff,0.5239844918251038,7
human_advantage,Gradient Boosting,Lymph Node_agreement,Agreement,0.3044910430908203,8
human_advantage,Gradient Boosting,Invasive Component Size (Pathology)_agreement,Agreement,0.0486285425722599,9
human_advantage,Gradient Boosting,Receptor Status_agreement,Agreement,0.04682527482509613,10
agreement_rate,Random Forest,Accurate Clip Placement_agreement,Agreement,18.87481117248535,1
agreement_rate,Random Forest,Accurate Clip Placement_perf_diff,Performance Diff,14.099217414855957,2
agreement_rate,Random Forest,Calcifications / Asymmetry_agreement,Agreement,7.731935024261475,3
agreement_rate,Random Forest,Lesion Size_perf_diff,Performance Diff,7.057206630706787,4
agreement_rate,Random Forest,Chronology Preserved_perf_diff,Performance Diff,6.52955961227417,5
agreement_rate,Random Forest,Workup Recommendation_agreement,Agreement,6.498262405395508,6
agreement_rate,Random Forest,Invasive Component Size (Pathology)_agreement,Agreement,4.177318572998047,7
agreement_rate,Random Forest,Chronology Preserved_agreement,Agreement,3.8721485137939453,8
agreement_rate,Random Forest,Lesion Size_agreement,Agreement,3.036400079727173,9
agreement_rate,Random Forest,Unnamed: 0,Other,2.892951726913452,10
agreement_rate,XGBoost,Accurate Clip Placement_agreement,Agreement,1.3604439496994019,1
agreement_rate,XGBoost,Chronology Preserved_perf_diff,Performance Diff,0.8435169458389282,2
agreement_rate,XGBoost,Lesion Size_perf_diff,Performance Diff,0.7377272844314575,3
agreement_rate,XGBoost,Calcifications / Asymmetry_agreement,Agreement,0.5466495752334595,4
agreement_rate,XGBoost,Workup Recommendation_agreement,Agreement,0.3858780562877655,5
agreement_rate,XGBoost,Invasive Component Size (Pathology)_agreement,Agreement,0.19341407716274261,6
agreement_rate,XGBoost,Lymph Node_agreement,Agreement,0.11672451347112656,7
agreement_rate,XGBoost,Lesion Size_agreement,Agreement,0.1141318529844284,8
agreement_rate,XGBoost,Unnamed: 0,Other,0.10543502867221832,9
agreement_rate,XGBoost,Histologic Diagnosis_agreement,Agreement,0.09559306502342224,10
agreement_rate,Gradient Boosting,Accurate Clip Placement_agreement,Agreement,2.3393547534942627,1
agreement_rate,Gradient Boosting,Lesion Size_agreement,Agreement,1.2765566110610962,2
agreement_rate,Gradient Boosting,Workup Recommendation_agreement,Agreement,0.9476487636566162,3
agreement_rate,Gradient Boosting,Invasive Component Size (Pathology)_agreement,Agreement,0.551032543182373,4
agreement_rate,Gradient Boosting,Unnamed: 0,Other,0.5128363966941833,5
agreement_rate,Gradient Boosting,Lymph Node_agreement,Agreement,0.2099086493253708,6
agreement_rate,Gradient Boosting,Receptor Status_agreement,Agreement,0.20327825844287872,7
agreement_rate,Gradient Boosting,Invasive Component Size (Pathology)_perf_diff,Performance Diff,0.05043168365955353,8
agreement_rate,Gradient Boosting,Lymph Node_perf_diff,Performance Diff,0.04656985402107239,9
agreement_rate,Gradient Boosting,Receptor Status_perf_diff,Performance Diff,0.02613195963203907,10
