0,target,model_type
"Interaction Depth 2: 
     interaction                                                                                                                gain                 fscore    wfscore              average_wfscore      average_gain         expected_gain        gain_rank    fscore_rank    wfscore_rank    avg_wfscore_rank    avg_gain_rank    expected_gain_rank    average_rank        average_tree_index    average_tree_depth
---  -------------------------------------------------------------------------------------------------------------------------  -------------------  --------  -------------------  -------------------  -------------------  -------------------  -----------  -------------  --------------  ------------------  ---------------  --------------------  ------------------  --------------------  --------------------
     Extent_ai_correct|Lymph Node_ai_correct|Workup Recommendation_ai_correct                                                   1.1413614302873611   1.0       0.13939053394026124  0.13939053394026124  1.1413614302873611   0.15909497918657553  51.0         46.0           56.0            55.0                12.0             55.0                  45.833333333333336  23.0                  3.0
     Calcifications / Asymmetry_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct                3.09302294254303     4.0       0.9305666085373552   0.2326416521343388   0.7732557356357574   0.7151661912906324   33.0         33.0           34.0            35.0                24.0             35.0                  32.333333333333336  47.0                  2.75
     Additional Enhancement (MRI)_ai_correct|Extent_ai_correct|Workup Recommendation_ai_correct                                 3.025201864540577    4.0       0.6518578018541372   0.1629644504635343   0.7563004661351442   0.4844313600511597   34.0         34.0           40.0            51.0                27.0             42.0                  38.0                32.0                  3.0
     Additional Enhancement (MRI)_ai_correct|Calcifications / Asymmetry_ai_correct|Extent_ai_correct                            0.6539956629276276   1.0       0.13351126540010433  0.13351126540010433  0.6539956629276276   0.08731578852364766  54.0         47.0           57.0            56.0                37.0             57.0                  51.333333333333336  21.0                  4.0
     Lymph Node_ai_correct|Receptor Status_ai_correct|Workup Recommendation_ai_correct                                          6.035712957382202    8.0       1.589403921301419    0.19867549016267738  0.7544641196727753   1.1928226637557557   20.0         20.0           29.0            42.0                28.0             26.0                  27.5                56.75                 4.0
     Accurate Clip Placement_ai_correct|Additional Enhancement (MRI)_ai_correct|Invasive Component Size (Pathology)_ai_correct  5.913283601403236    8.0       2.4876779899737667   0.31095974874672083  0.7391604501754045   1.8095673524651883   21.0         21.0           16.0            22.0                30.0             17.0                  21.166666666666668  68.5                  3.0
     Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct|Lymph Node_ai_correct                                36.43301275372505    25.0      12.542844491667147   0.5017137796666858   1.457320510149002    18.108677586327463   1.0          2.0            1.0             9.0                 9.0              1.0                   3.8333333333333335  16.0                  2.08
     Lesion Size_ai_correct|Lymph Node_ai_correct|Receptor Status_ai_correct                                                    7.9485214203596115   7.0       4.226074670688799    0.6037249529555427   1.1355030600513731   4.807997059686057    14.0         26.0           10.0            5.0                 13.0             5.0                   12.166666666666666  56.42857142857143     3.0
     Accurate Clip Placement_ai_correct|Extent_ai_correct|Lymph Node_ai_correct                                                 4.1250230967998505   5.0       1.95976718641157     0.391953437282314    0.82500461935997     1.6194234592233214   26.0         32.0           24.0            17.0                23.0             21.0                  23.833333333333332  37.8                  2.0
     Additional Enhancement (MRI)_ai_correct|Lesion Size_ai_correct|Workup Recommendation_ai_correct                            6.962102115154266    10.0      1.6301714190839882   0.16301714190839883  0.6962102115154266   1.1165152571283603   18.0         14.0           28.0            50.0                32.0             30.0                  28.666666666666668  31.7                  3.0
---  ---                                                                                                                        ---                  ---       ---                  ---                  ---                  ---                  ---          ---            ---             ---                 ---              ---                   ---                 ---                   ---
     Additional Enhancement (MRI)_ai_correct|Lymph Node_ai_correct|Workup Recommendation_ai_correct                             1.597611904144287    1.0       0.15890173971306087  0.15890173971306087  1.597611904144287    0.25386331095482306  48.0         55.0           55.0            53.0                7.0              52.0                  45.0                23.0                  3.0
     Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Workup Recommendation_ai_correct                          10.95043745264411    23.0      5.938574784478277    0.25819890367296855  0.4761059762019178   2.7720003819256323   7.0          3.0            8.0             28.0                48.0             12.0                  17.666666666666668  64.21739130434783     2.1739130434782608
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Receptor Status_ai_correct                                         1.999012514948845    3.0       0.5427732362511299   0.18092441208371     0.6663375049829483   0.3616743119376812   44.0         41.0           45.0            46.0                34.0             49.0                  43.166666666666664  17.666666666666668    2.6666666666666665
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct                     4.218837480992079    11.0      3.353598710847139    0.3048726100770126   0.383530680090189    1.2712130855152783   25.0         13.0           14.0            23.0                52.0             25.0                  25.333333333333332  64.9090909090909      2.1818181818181817
     Extent_ai_correct|Lesion Size_ai_correct|Receptor Status_ai_correct                                                        2.462640479207039    4.0       1.8198878958591855   0.4549719739647964   0.6156601198017597   1.1185645793647059   40.0         36.0           26.0            10.0                38.0             29.0                  29.833333333333332  38.0                  2.0
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Workup Recommendation_ai_correct                                   1.4241785779595375   4.0       0.7703569525464997   0.19258923813662493  0.3560446444898844   0.26827335565983074  49.0         37.0           37.0            44.0                54.0             51.0                  45.333333333333336  51.5                  2.25
     Accurate Clip Placement_ai_correct|Receptor Status_ai_correct|Workup Recommendation_ai_correct                             0.28941916674375534  1.0       0.5122564432124648   0.5122564432124648   0.28941916674375534  0.14825683295367137  57.0         56.0           46.0            7.0                 55.0             56.0                  46.166666666666664  93.0                  2.0
     Calcifications / Asymmetry_ai_correct|Lesion Size_ai_correct|Workup Recommendation_ai_correct                              2.8960441797971725   4.0       0.6464764790969064   0.1616191197742266   0.7240110449492931   0.4610343753452795   36.0         38.0           41.0            52.0                31.0             43.0                  40.166666666666664  30.25                 3.0
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Lesion Size_ai_correct                                             0.4976104348897934   1.0       0.33403939895198187  0.33403939895198187  0.4976104348897934   0.1662214905828209   55.0         57.0           53.0            20.0                46.0             54.0                  47.5                89.0                  3.0
     Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Receptor Status_ai_correct                                2.9000791907310486   3.0       0.6351577769654808   0.2117192589884936   0.9666930635770162   0.6161058616899462   35.0         42.0           42.0            40.0                16.0             39.0                  35.666666666666664  34.0                  4.333333333333333
[57 rows x 17 columns]
",ai_fabrication_binary,xgboost
"Interaction Depth 3: 
     interaction                                                                                                                                                      gain                fscore    wfscore              average_wfscore      average_gain        expected_gain        gain_rank    fscore_rank    wfscore_rank    avg_wfscore_rank    avg_gain_rank    expected_gain_rank    average_rank        average_tree_index    average_tree_depth
---  ---------------------------------------------------------------------------------------------------------------------------------------------------------------  ------------------  --------  -------------------  -------------------  ------------------  -------------------  -----------  -------------  --------------  ------------------  ---------------  --------------------  ------------------  --------------------  --------------------
     Accurate Clip Placement_ai_correct|Additional Enhancement (MRI)_ai_correct|Calcifications / Asymmetry_ai_correct|Invasive Component Size (Pathology)_ai_correct  3.3869082927703857  4.0       0.7900054670463188   0.1975013667615797   0.8467270731925964  0.6620256536899838   24.0         22.0           29.0            31.0                33.0             30.0                  28.166666666666668  73.0                  4.0
     Extent_ai_correct|Lymph Node_ai_correct|Receptor Status_ai_correct|Workup Recommendation_ai_correct                                                              3.546604871749878   3.0       0.6001017516558821   0.20003391721862737  1.182201623916626   0.709567063188014    22.0         28.0           32.0            30.0                19.0             28.0                  26.5                53.666666666666664    5.0
     Accurate Clip Placement_ai_correct|Extent_ai_correct|Lymph Node_ai_correct|Receptor Status_ai_correct                                                            3.60552891343832    4.0       1.5826244558881273   0.3956561139720318   0.90138222835958    1.4290440069554011   21.0         23.0           14.0            6.0                 28.0             15.0                  17.833333333333332  73.75                 4.0
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Lymph Node_ai_correct|Workup Recommendation_ai_correct                                                   2.8709267918020487  9.0       2.063743151640886    0.22930479462676512  0.3189918657557832  0.6573947382833308   33.0         7.0            9.0             22.0                47.0             31.0                  24.833333333333332  52.111111111111114    3.0
     Invasive Component Size (Pathology)_ai_correct|Lymph Node_ai_correct|Receptor Status_ai_correct|Workup Recommendation_ai_correct                                 4.169140018522739   8.0       0.9377436096733811   0.11721795120917264  0.5211425023153424  0.4810486541152825   19.0         9.0            23.0            45.0                44.0             38.0                  29.666666666666668  27.125                4.0
     Additional Enhancement (MRI)_ai_correct|Calcifications / Asymmetry_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lymph Node_ai_correct               2.591209352016449   2.0       0.4411585857633675   0.22057929288168374  1.2956046760082245  0.571114046087253    37.0         33.0           37.0            26.0                16.0             34.0                  30.5                29.5                  4.5
     Additional Enhancement (MRI)_ai_correct|Calcifications / Asymmetry_ai_correct|Lymph Node_ai_correct|Workup Recommendation_ai_correct                             10.34313727915287   8.0       0.8099930480909384   0.1012491310113673   1.2928921598941088  1.0312129792014493   7.0          10.0           28.0            47.0                17.0             16.0                  20.833333333333332  15.375                5.0
     Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct|Receptor Status_ai_correct                                               1.3209922313690186  1.0       0.20700069060637596  0.20700069060637596  1.3209922313690186  0.2734463041790444   41.0         40.0           44.0            29.0                15.0             42.0                  35.166666666666664  15.0                  3.0
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Receptor Status_ai_correct                                1.0929718017578125  1.0       0.17008324605654107  0.17008324605654107  1.0929718017578125  0.18589619189123505  43.0         41.0           45.0            37.0                20.0             47.0                  38.833333333333336  15.0                  4.0
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lymph Node_ai_correct                                     3.540325104491785   14.0      3.1617416093610022   0.22583868638292873  0.2528803646065561  0.7979802438720227   23.0         2.0            3.0             24.0                48.0             23.0                  20.5                61.714285714285715    3.0
---  ---                                                                                                                                                              ---                 ---       ---                  ---                  ---                 ---                  ---          ---            ---             ---                 ---              ---                   ---                 ---                   ---
     Accurate Clip Placement_ai_correct|Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Receptor Status_ai_correct                                            8.164042472839355   3.0       0.6591789695383334   0.2197263231794445   2.7213474909464517  1.796856039837448    11.0         31.0           31.0            27.0                3.0              12.0                  19.166666666666668  18.333333333333332    3.3333333333333335
     Additional Enhancement (MRI)_ai_correct|Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Lesion Size_ai_correct                                           1.0871359407901764  1.0       0.13351126540010433  0.13351126540010433  1.0871359407901764  0.14514489511682935  44.0         48.0           48.0            44.0                21.0             48.0                  42.166666666666664  21.0                  4.0
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Workup Recommendation_ai_correct                          2.898955911397934   3.0       0.5821621168381167   0.1940540389460389   0.9663186371326447  0.562017568445914    32.0         32.0           33.0            33.0                26.0             36.0                  32.0                55.0                  3.0
     Invasive Component Size (Pathology)_ai_correct|Lesion Location_ai_correct|Lesion Size_ai_correct|Lymph Node_ai_correct                                           5.457089483737946   2.0       0.8474805489126271   0.42374027445631357  2.728544741868973   2.326267824700399    15.0         37.0           27.0            3.0                 2.0              6.0                   15.0                30.0                  3.0
     Accurate Clip Placement_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct|Receptor Status_ai_correct                              3.2788381576538086  2.0       0.46079512747144513  0.23039756373572257  1.6394190788269043  0.7546467595735282   26.0         38.0           36.0            21.0                7.0              26.0                  25.666666666666668  12.5                  3.0
     Lesion Size_ai_correct|Lymph Node_ai_correct|Receptor Status_ai_correct|Workup Recommendation_ai_correct                                                         8.53571566939354    6.0       1.1759162774069665   0.19598604623449442  1.4226192782322566  1.6611784639854472   10.0         20.0           18.0            32.0                12.0             13.0                  17.5                52.5                  4.0
     Additional Enhancement (MRI)_ai_correct|Calcifications / Asymmetry_ai_correct|Invasive Component Size (Pathology)_ai_correct|Workup Recommendation_ai_correct    3.0665264930576086  4.0       0.8971057454435869   0.22427643636089672  0.7666316232644022  0.669732485795601    29.0         26.0           25.0            25.0                36.0             29.0                  28.333333333333332  79.0                  3.25
     Accurate Clip Placement_ai_correct|Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Receptor Status_ai_correct                                   3.2382800579071045  2.0       0.3379752067896259   0.16898760339481295  1.6191400289535522  0.5470279223927424   27.0         39.0           40.0            38.0                8.0              37.0                  31.5                12.5                  4.0
     Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lymph Node_ai_correct|Workup Recommendation_ai_correct                                          3.9292592871934175  6.0       1.3593871108882143   0.22656451848136905  0.6548765478655696  0.7875748795922818   20.0         21.0           15.0            23.0                40.0             24.0                  23.833333333333332  47.833333333333336    3.0
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct                                    3.312820926308632   4.0       0.7211193398345003   0.18027983495862507  0.828205231577158   0.5954772315489294   25.0         27.0           30.0            35.0                34.0             33.0                  30.666666666666668  60.5                  3.25
[48 rows x 17 columns]
",ai_fabrication_binary,xgboost
"Leaf Statistics: 
     interaction                                                                                                         sum_leaf_values_left    sum_leaf_values_right    sum_leaf_covers_left    sum_leaf_covers_right
---  ------------------------------------------------------------------------------------------------------------------  ----------------------  -----------------------  ----------------------  -----------------------
     Calcifications / Asymmetry_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct         -0.04438548535108566    0.0                      1.8851186037063599      0.0
     Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct|Lymph Node_ai_correct                         -0.6826486457139254     -1.2229354307055473      19.085041403770447      230.35290908813477
     Accurate Clip Placement_ai_correct|Extent_ai_correct|Lymph Node_ai_correct                                          0.10250652581453323     0.0                      5.929039835929871       0.0
     Accurate Clip Placement_ai_correct|Lesion Size_ai_correct                                                           0.31810237839818        0.0                      16.838725924491882      0.0
     Calcifications / Asymmetry_ai_correct|Lesion Size_ai_correct                                                        -0.0055232151062227786  0.012542573676910251     4.342791318893433       5.092538356781006
     Extent_ai_correct|Lesion Size_ai_correct|Workup Recommendation_ai_correct                                           0.0                     -0.5117363668978214      0.0                     40.34160280227661
     Lesion Size_ai_correct|Lymph Node_ai_correct                                                                        -0.7788158245384693     0.015255252830684185     21.11344015598297       26.97751295566559
     Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct                             0.0                     -0.10032586008310318     0.0                     11.417569160461426
     Additional Enhancement (MRI)_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct       -0.12482310831546783    -0.09415864199399948     8.218249320983887       5.687912464141846
     Accurate Clip Placement_ai_correct|Invasive Component Size (Pathology)_ai_correct|Workup Recommendation_ai_correct  -0.241289253346622      0.0                      29.7480149269104        0.0
---  ---                                                                                                                 ---                     ---                      ---                     ---
     Accurate Clip Placement_ai_correct|Lesion Size_ai_correct|Lymph Node_ai_correct                                     0.2600769177079201      0.0                      13.6768159866333        0.0
     Lesion Location_ai_correct|Lesion Size_ai_correct                                                                   -0.052428971976041794   0.01818181946873665      2.579991102218628       1.75
     Accurate Clip Placement_ai_correct|Calcifications / Asymmetry_ai_correct|Extent_ai_correct                          0.03151232749223709     0.0                      2.1652225255966187      0.0
     Accurate Clip Placement_ai_correct|Invasive Component Size (Pathology)_ai_correct|Lesion Size_ai_correct            -0.12647083774209023    -0.42192521691322327     8.59293782711029        35.414934158325195
     Extent_ai_correct|Lymph Node_ai_correct|Receptor Status_ai_correct                                                  0.0666350219398737      0.0                      23.517905712127686      0.0
     Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct|Workup Recommendation_ai_correct                   0.19596131145954132     -0.08134402637369931     30.28426742553711       23.79617130756378
     Calcifications / Asymmetry_ai_correct|Extent_ai_correct|Invasive Component Size (Pathology)_ai_correct              0.1560354344546795      -0.1303018555045128      17.92228353023529       13.568495154380798
     Extent_ai_correct|Lesion Size_ai_correct|Receptor Status_ai_correct                                                 0.04480174835771322     0.0                      8.639025926589966       0.0
     Accurate Clip Placement_ai_correct|Receptor Status_ai_correct|Workup Recommendation_ai_correct                      0.026143765076994896    0.0                      1.801944375038147       0.0
     Accurate Clip Placement_ai_correct|Workup Recommendation_ai_correct                                                 -0.3568535503000021     0.0                      17.185941576957703      0.0
[22 rows x 6 columns]
",ai_fabrication_binary,xgboost
"Histologic Diagnosis_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            1",ai_fabrication_binary,xgboost
"Extent_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            83",ai_fabrication_binary,xgboost
"Additional Enhancement (MRI)_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            54",ai_fabrication_binary,xgboost
"Receptor Status_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            45",ai_fabrication_binary,xgboost
"Accurate Clip Placement_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            44",ai_fabrication_binary,xgboost
"Workup Recommendation_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            106",ai_fabrication_binary,xgboost
"Lesion Location_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            2",ai_fabrication_binary,xgboost
"Invasive Component Size (Pathology)_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            136",ai_fabrication_binary,xgboost
"Lymph Node_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            102",ai_fabrication_binary,xgboost
"Lesion Size_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            57",ai_fabrication_binary,xgboost
"Calcifications / Asymmetry_ai_correct Split Value Histogram: 
    split_value    count
--  -------------  -------
    0.5            103",ai_fabrication_binary,xgboost
"Interaction Depth 0: 
    interaction                                     gain       fscore    wfscore    average_wfscore    average_gain    expected_gain    gain_rank    fscore_rank    wfscore_rank    avg_wfscore_rank    avg_gain_rank    expected_gain_rank    average_rank    average_tree_index    average_tree_depth
--  ----------------------------------------------  ---------  --------  ---------  -----------------  --------------  ---------------  -----------  -------------  --------------  ------------------  ---------------  --------------------  --------------  --------------------  --------------------
    Histologic Diagnosis_ai_correct                 1.71165    89        27.275     0.306461           0.019232        1.04519          11           10             8               5                   10               4                     8               32.2135               4
    Biopsy Method_ai_correct                        2.15274    58        34.11      0.588103           0.0371161       1.53448          8            13             4               1                   4                2                     5.33333         29.1207               2.81034
    Extent_ai_correct                               0.921136   196       23.4       0.119388           0.00469967      0.121471         12           2              9               9                   12               12                    9.33333         37.3316               4.15306
    Chronology Preserved_ai_correct                 2.12315    79        29.92      0.378734           0.0268754       1.52143          9            11             6               3                   7                3                     6.5             32.962                3.6962
    Receptor Status_ai_correct                      2.11192    139       43.145     0.310396           0.0151937       0.333417         10           6              3               4                   11               7                     6.83333         33.6115               3.4964
    Workup Recommendation_ai_correct                4.01082    180       28.97      0.160944           0.0222824       0.268613         6            4              7               8                   8                8                     6.83333         32.5333               3.50556
    Lesion Size_ai_correct                          0.0200435  110       52.53      0.477545           0.000182214     0.00960475       13           9              1               2                   13               13                    8.5             38.2727               2.66364
    Additional Enhancement (MRI)_ai_correct         7.92226    130       31.185     0.239885           0.0609405       0.224229         1            8              5               7                   2                9                     5.33333         23.6                  3.36923
    Accurate Clip Placement_ai_correct              7.1646     148       8.74       0.0590541          0.0484095       0.618483         2            5              11              11                  3                5                     6.16667         30.75                 3.60135
    Lesion Location_ai_correct                      3.81913    60        2.605      0.0434167          0.0636522       0.209931         7            12             13              13                  1                10                    9.33333         29.5                  2.2
    Invasive Component Size (Pathology)_ai_correct  4.04469    182       48.345     0.265632           0.0222235       2.92036          5            3              2               6                   9                1                     4.33333         37.9615               3.14286
    Lymph Node_ai_correct                           4.27002    139       8.6        0.0618705          0.0307196       0.38351          4            7              12              10                  6                6                     7.5             29.6763               4.13669
    Calcifications / Asymmetry_ai_correct           6.63055    202       10.005     0.0495297          0.0328245       0.174735         3            1              10              12                  5                11                    7               33.5594               4.11881",ai_fabrication_binary,gbm
"Interaction Depth 1: 
     interaction                                                                      gain                   fscore    wfscore              average_wfscore       average_gain           expected_gain           gain_rank    fscore_rank    wfscore_rank    avg_wfscore_rank    avg_gain_rank    expected_gain_rank    average_rank        average_tree_index    average_tree_depth
---  -------------------------------------------------------------------------------  ---------------------  --------  -------------------  --------------------  ---------------------  ----------------------  -----------  -------------  --------------  ------------------  ---------------  --------------------  ------------------  --------------------  --------------------
     Additional Enhancement (MRI)_ai_correct|Calcifications / Asymmetry_ai_correct    0.8886475703329779     21.0      3.8499999481018894   0.18333333086199474   0.04231655096823704    0.109519343695196       22.0         33.0           21.0            25.0                21.0             15.0                  22.833333333333332  21.666666666666668    3.0952380952380953
     Calcifications / Asymmetry_ai_correct|Receptor Status_ai_correct                 0.5682182162785239     17.0      0.5900000021239736   0.034705882477880805  0.033424600957560224   0.034793622493778945    26.0         38.0           50.0            54.0                25.0             31.0                  37.333333333333336  33.94117647058823     4.294117647058823
     Histologic Diagnosis_ai_correct|Lymph Node_ai_correct                            0.1861188404582208     22.0      2.5299999973686953   0.11499999988039523   0.008459947293555491   0.019140289467157227    35.0         32.0           32.0            30.0                38.0             39.0                  34.333333333333336  43.0                  4.181818181818182
     Lesion Location_ai_correct|Workup Recommendation_ai_correct                      0.0009604332560729064  4.0       0.07000000129395702  0.017500000323489254  0.0002401083140182266  1.8682319912075524e-05  61.0         58.0           66.0            62.0                62.0             63.0                  62.0                44.25                 3.75
     Accurate Clip Placement_ai_correct|Lesion Size_ai_correct                        0.01697471695229069    20.0      1.5500000769695292   0.07750000384847647   0.0008487358476145345  0.0014285430520003094   52.0         34.0           38.0            36.0                57.0             54.0                  45.166666666666664  47.95                 5.0
     Invasive Component Size (Pathology)_ai_correct|Workup Recommendation_ai_correct  0.14789996471336053    66.0      11.07500003569901    0.1678030308439244    0.0022409085562630385  0.03134149074437894     38.0         3.0            9.0             26.0                50.0             32.0                  26.333333333333332  46.015151515151516    2.984848484848485
     Lesion Size_ai_correct|Lymph Node_ai_correct                                     0.00612818612717092    5.0       0.07500000098175383  0.015000000196350765  0.001225637225434184   9.192279311083783e-05   56.0         51.0           65.0            64.0                53.0             60.0                  58.166666666666664  37.0                  5.0
     Biopsy Method_ai_correct|Workup Recommendation_ai_correct                        0.001957207190571353   7.0       2.030000157347235    0.2900000224781764    0.000279601027224479   0.0005675901292601409   58.0         50.0           35.0            19.0                60.0             57.0                  46.5                56.0                  3.0
     Biopsy Method_ai_correct|Chronology Preserved_ai_correct                         4.195013932578149      28.0      16.709999358290997   0.5967856913675356    0.14982192616350534    2.996593991754744       11.0         27.0           4.0             9.0                 5.0              2.0                   9.666666666666666   16.964285714285715    3.5
     Lesion Location_ai_correct|Lymph Node_ai_correct                                 0.0004365962890799935  11.0      0.12499999628876396  0.011363636026251268  3.969057173454486e-05  7.644951828250318e-06   64.0         44.0           60.0            65.0                65.0             66.0                  60.666666666666664  53.45454545454545     5.0
---  ---                                                                              ---                    ---       ---                  ---                   ---                    ---                     ---          ---            ---             ---                 ---              ---                   ---                 ---                   ---
     Calcifications / Asymmetry_ai_correct|Lymph Node_ai_correct                      0.6314853519893404     43.0      1.455000072086966    0.03383721097876665   0.014685705860217219   0.02663273097535453     25.0         11.0           40.0            55.0                32.0             34.0                  32.833333333333336  35.86046511627907     4.6976744186046515
     Chronology Preserved_ai_correct|Receptor Status_ai_correct                       0.046757888048915675   19.0      0.7249999716359921   0.03815789324399958   0.00246094147625872    0.013877546301812555    45.0         36.0           46.0            51.0                49.0             42.0                  44.833333333333336  46.26315789473684     4.2631578947368425
     Biopsy Method_ai_correct|Extent_ai_correct                                       0.0001592618075392238  5.0       1.3999998981059167   0.27999997962118334   3.185236150784476e-05  4.4593302865415484e-05  66.0         56.0           41.0            21.0                66.0             62.0                  52.0                32.2                  5.0
     Extent_ai_correct|Histologic Diagnosis_ai_correct                                0.3040977703865686     23.0      6.739999700385961    0.2930434652341722    0.013221642190720374   0.16033875577269738     29.0         31.0           13.0            18.0                34.0             12.0                  22.833333333333332  35.869565217391305    3.9130434782608696
     Extent_ai_correct|Lymph Node_ai_correct                                          0.20128981504544186    27.0      1.1400000362316791   0.04222222356413626   0.007455178335016365   0.013109292965336828    34.0         29.0           43.0            49.0                43.0             43.0                  40.166666666666664  40.81481481481482     4.703703703703703
     Calcifications / Asymmetry_ai_correct|Chronology Preserved_ai_correct            4.310601353457509      39.0      0.3899999974566573   0.009999999934786084  0.11052823983224382    0.043106011428727484    10.0         17.0           53.0            66.0                11.0             28.0                  30.833333333333332  27.41025641025641     3.717948717948718
     Accurate Clip Placement_ai_correct|Workup Recommendation_ai_correct              8.96594456944149       41.0      2.205000026087968    0.05378048844116995   0.21868157486442658    0.643437625058618       1.0          13.0           33.0            44.0                1.0              8.0                   16.666666666666668  12.829268292682928    3.317073170731707
     Chronology Preserved_ai_correct|Workup Recommendation_ai_correct                 0.04520446062088013    5.0       2.9099998906084896   0.5819999781216979    0.009040892124176025   0.026392855132569077    47.0         57.0           28.0            10.0                37.0             36.0                  35.833333333333336  31.2                  3.8
     Biopsy Method_ai_correct|Invasive Component Size (Pathology)_ai_correct          0.10251437938859453    16.0      8.779999969679954    0.5487499981049971    0.006407148711787158   0.0539086178318061      41.0         40.0           12.0            13.0                46.0             24.0                  29.333333333333332  34.75                 2.9375
     Accurate Clip Placement_ai_correct|Calcifications / Asymmetry_ai_correct         5.494106813833183      36.0      0.5800000150402403   0.016111111528895564  0.15261407816203285    0.08239689481998644     3.0          19.0           51.0            63.0                4.0              21.0                  26.833333333333332  28.88888888888889     4.0
[67 rows x 17 columns]
",ai_fabrication_binary,gbm
